
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6940;13.5843
d198.tsp;15780;17049;8.04183
eil76.tsp;538;586;8.92193
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6940;13.5843
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6651;8.85434
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6801;11.3093
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6801;11.3093
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6801;11.3093
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6569;7.51227
d198.tsp;15780;17333;9.84157
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6569;7.51227
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6569;7.51227
best NN + 2.5-opt + 2-opt
124
eil76.tsp;538;561;4.27509
best NN + 2.5-opt + 2-opt
124
eil76.tsp;538;560;4.08922
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
eil76.tsp;538;542;0.743494
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6835;11.8658
d198.tsp;15780;17382;10.1521
eil76.tsp;538;582;8.17844
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6835;11.8658
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6522;6.74304
d198.tsp;15780;17482;10.7858
eil76.tsp;538;573;6.50558
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6522;6.74304
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6522;6.74304
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6477;6.00655
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6721;10
d198.tsp;15780;17188;8.92269
best NN + 2.5-opt + 2-opt
124
ch130.tsp;6110;6513;6.59574
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
124
best NN + 2.5-opt + 2-opt
120
best NN + 2.5-opt + 2-opt
120
best NN + 2.5-opt + 2-opt
120
best NN + 2.5-opt + 2-opt
120
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6321;3.45336
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6251;2.30769
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6321;3.45336
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6292;2.97872
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6292;2.97872
best NN + 2.5-opt + 2-opt
120
ch130.tsp;6110;6292;2.97872
d198.tsp;15780;15879;0.627376
eil76.tsp;538;556;3.34572
fl1577.tsp;22249;23135;3.9822
kroA100.tsp;21282;21282;0
lin318.tsp;42029;44572;6.05058
pcb442.tsp;50778;53021;4.41727
pr439.tsp;107217;112211;4.65784
rat783.tsp;8806;10904;23.8247
best NN + 2.5-opt + 2-opt
120
u1060.tsp;224094;233996;4.41868
best NN + 2.5-opt + 2-opt
120
